datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,7.89,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.41,mg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,1.76,mg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.01,mg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.47,mg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.17,mg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,7.95,mg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,2.07,mg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<8,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<5,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<7,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<4,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.03,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.03,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.05,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.05,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.03,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<0.16,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,0.17,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<0.16,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<0.65,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<0.65,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<0.65,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<0.65,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<0.8,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,1.31,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<1,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<0.8,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,0.88,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<2.5,µg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.9,mg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.39,mg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.01,mg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.26,mg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.14,mg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,208.76,mg/kg FW
1999-10-27,I-D10,I-D10_19991027,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,6.87,mg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<8,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<5,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<7,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<4,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.03,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.03,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.05,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.05,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.03,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<0.16,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,0.16,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<0.16,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<0.65,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<0.65,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<0.65,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<0.65,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,1.33,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,1.2,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<1,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<0.8,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,1.59,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<2.5,µg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.47,mg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,1.95,mg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.01,mg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,2.88,mg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.19,mg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,90.22,mg/kg FW
2000-05-29,I-D10,I-D10_20000529,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,3.74,mg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<8,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<5,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<7,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<4,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.1,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.1,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.1,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.1,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.1,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<0.3,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<0.3,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<0.3,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<0.2,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<0.2,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<0.2,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<0.2,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<0.2,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<0.3,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<0.2,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<0.3,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,0.26,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<2.5,µg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.44,mg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,1.51,mg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.01,mg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,1.45,mg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.08,mg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,48.1,mg/kg FW
2000-10-26,I-D10,I-D10_20001026,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.6,mg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<8,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<5,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<7,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<4,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.1,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.1,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.1,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.1,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.1,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<0.3,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<0.3,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<0.3,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<0.2,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<0.2,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<0.2,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<0.2,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<0.3,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<0.2,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<0.3,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<0.2,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<2.5,µg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.78,mg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,1.66,mg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.01,mg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,2.5,mg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.11,mg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,14.06,mg/kg FW
2001-05-10,I-D10,I-D10_20010510,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,2.11,mg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<8,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<5,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<7,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<4,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.1,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.1,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<0.3,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<0.3,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<0.3,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<0.2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<0.2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<0.2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<0.2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<0.2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<0.3,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<0.2,µg/kg FW
2001-11-19,I-D10,I-D10_20011119,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<0.3,µg/kg FW
