datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,15.66,µg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<4,µg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,48.45,µg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,17.09,µg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,18.59,µg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.16,mg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.06,mg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,<0.1,mg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.06,mg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,83.2,mg/kg FW
1995-05-18,I-M10,I-M10_19950518,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.57,mg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.2,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.2,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.2,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<4,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<5,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,1.52,mg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.8,mg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,<0.1,mg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.1,mg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,<0.05,mg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,26.3,mg/kg FW
1996-01-03,I-M10,I-M10_19960103,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.82,mg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,1.2,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,1.4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<6,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<4,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.87,mg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.14,mg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.1,mg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.06,mg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,65.38,mg/kg FW
1996-05-14,I-M10,I-M10_19960514,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.29,mg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.2,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,<0.2,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,9.9,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,9.3,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<4,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.35,mg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.59,mg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.04,mg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.31,mg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.12,mg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,115,mg/kg FW
1996-12-04,I-M10,I-M10_19961204,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,0.91,mg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,0.31,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.84,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<6,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<4,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<4,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.66,mg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,1.68,mg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.04,mg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.23,mg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.11,mg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,21.21,mg/kg FW
1997-05-12,I-M10,I-M10_19970512,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.83,mg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.2,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.28,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,7.69,µg/kg FW
1997-10-23,I-M10,I-M10_19971023,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,7.68,µg/kg FW
